온실번호,측정라인,표본번호,조사일자,착과수,예측,오차
2,3,2,2025-01-06,3.0,3.1356107130403688,0.13561071304036876
2,3,2,2025-01-13,6.0,3.8992723792655917,2.1007276207344083
2,3,2,2025-01-20,6.0,3.91838558263784,2.08161441736216
2,3,2,2025-01-31,6.0,5.027863582422187,0.9721364175778131
2,3,2,2025-02-03,5.0,4.929789761542634,0.07021023845736618
2,4,1,2024-11-01,1.0,0.09746274019188939,0.9025372598081106
2,4,1,2024-11-04,1.0,2.2299436265437214,1.2299436265437214
2,4,1,2024-11-11,4.0,2.993005071402998,1.0069949285970021
2,4,1,2024-11-18,5.0,3.9170665711971657,1.0829334288028343
2,4,1,2024-11-25,7.0,6.16000218713458,0.8399978128654197
2,4,1,2024-12-02,8.0,6.817966482440144,1.182033517559856
2,4,1,2024-12-09,8.0,7.097161032224897,0.9028389677751028
2,4,1,2024-12-16,6.0,6.3753396155043935,0.37533961550439354
2,4,1,2024-12-23,5.0,4.910863382256184,0.08913661774381598
2,4,1,2024-12-30,3.0,3.643870101590198,0.6438701015901982
2,4,1,2025-01-06,2.0,2.8585393829348478,0.8585393829348478
2,4,1,2025-01-13,6.0,4.55879114946784,1.4412088505321599
2,4,1,2025-01-20,5.0,4.275235879667732,0.7247641203322681
2,4,1,2025-01-31,7.0,5.275762593216579,1.7242374067834207
2,4,1,2025-02-03,6.0,5.964827075262615,0.03517292473738465
2,4,2,2024-11-01,1.0,0.09746274019188939,0.9025372598081106
2,4,2,2024-11-04,1.0,2.3134813673025807,1.3134813673025807
2,4,2,2024-11-11,3.0,3.3512576481000798,0.35125764810007976
2,4,2,2024-11-18,4.0,4.245096090371111,0.2450960903711108
2,4,2,2024-11-25,7.0,6.900841314267831,0.0991586857321689
2,4,2,2024-12-02,7.0,6.962839278734306,0.03716072126569436
2,4,2,2024-12-09,8.0,7.069391289803486,0.9306087101965144
2,4,2,2024-12-16,5.0,6.333574310796639,1.3335743107966387
2,4,2,2024-12-23,4.0,4.206451723145011,0.20645172314501092
2,4,2,2024-12-30,4.0,2.885685121996933,1.114314878003067
2,4,2,2025-01-06,3.0,2.969758162947097,0.030241837052903175
2,4,2,2025-01-13,5.0,4.067915638454353,0.9320843615456473
2,4,2,2025-01-20,5.0,4.0587168288435205,0.9412831711564795
2,4,2,2025-01-31,6.0,5.168319545903316,0.8316804540966842
2,4,2,2025-02-03,6.0,5.248339356039534,0.7516606439604656
2,5,1,2024-11-01,0.0,0.09187040314371248,0.09187040314371248
2,5,1,2024-11-04,0.0,0.0,0.0
2,5,1,2024-11-11,0.0,0.16208011411829598,0.16208011411829598
2,5,1,2024-11-18,1.0,0.8358223074749521,0.16417769252504788
2,5,1,2024-11-25,7.0,4.185882244602291,2.8141177553977093
2,5,1,2024-12-02,7.0,6.948694413849026,0.051305586150974136
2,5,1,2024-12-09,7.0,6.878632329841863,0.12136767015813721
2,5,1,2024-12-16,6.0,5.834654464035873,0.1653455359641267
2,5,1,2024-12-23,5.0,4.582005222311948,0.41799477768805193
2,5,1,2024-12-30,4.0,3.395871354254304,0.6041286457456958
2,5,1,2025-01-06,3.0,3.26299175201255,0.26299175201255
2,5,1,2025-01-13,4.0,3.8899474597111863,0.11005254028881373
2,5,1,2025-01-20,4.0,4.247316440151222,0.24731644015122178
2,5,1,2025-01-31,7.0,5.112761567292693,1.8872384327073073
2,5,1,2025-02-03,6.0,5.99256886223596,0.007431137764039697
2,5,2,2024-11-01,2.0,0.09187040314371248,1.9081295968562875
2,5,2,2024-11-04,2.0,2.148396482155315,0.1483964821553152
2,5,2,2024-11-11,2.0,3.1819371820928968,1.1819371820928968
2,5,2,2024-11-18,4.0,3.6127271957244744,0.3872728042755256
2,5,2,2024-11-25,6.0,6.414148314636131,0.41414831463613133
2,5,2,2024-12-02,7.0,6.3598282539010595,0.6401717460989405
2,5,2,2024-12-09,7.0,6.56071152658564,0.4392884734143596
2,5,2,2024-12-16,5.0,5.751443904600443,0.7514439046004426
