측정일시,급액EC,급액PH,내부CO2,내부습도,내부온도,외부일사량,외부온도,외부풍향,외부풍속
10/4/2024 0:00,1,6.5,395,76.1,18.7,95,19.7,64,0.5
10/4/2024 1:00,1,6.5,396,76.6,18.7,95,19.7,74,0.5
10/4/2024 2:00,0.9,6.5,390,75,19.3,418,20.42,148,1
10/4/2024 3:00,0.9,6.5,391,71.2,19.4,417,20.42,279,2.1
10/4/2024 4:00,0.9,6.5,391,71.6,19.3,415,20.42,171,3.6
10/4/2024 5:00,0.9,6.6,391,71.5,19.3,409,20.42,336,4.2
10/4/2024 6:00,0.9,6.6,391,70.9,19.4,406,20.36,309,3.6
10/4/2024 7:00,0.9,6.6,391,74.3,19.8,135,20.18,192,3.6
10/4/2024 8:00,0.9,6.5,391,74,19.8,137,20.18,262,2.6
10/4/2024 9:00,0.9,6.5,392,74,19.8,137,20.18,302,2.6
10/4/2024 10:00,1.2,6.4,393,73,19.8,139,20.18,308,3.1
10/4/2024 11:00,1.1,6.4,392,71.6,19.8,145,20.18,327,2.1
10/4/2024 12:00,1.1,6.4,387,68.9,19.7,129,19.38,93,0.5
10/4/2024 13:00,1.4,6.3,388,68.9,19.7,126,19.38,32,2.6
10/4/2024 14:00,0.7,6.5,389,68.5,19.8,124,19.38,13,2.6
10/4/2024 15:00,0.7,6.5,390,70.2,19.8,128,19.38,3,1.5
10/4/2024 16:00,0.7,6.5,390,69.9,19.8,128,19.18,0,3.1
10/4/2024 17:00,0.7,6.5,391,70,19.8,126,19.18,312,1.5
10/4/2024 18:00,0.7,6.5,385,67.1,19.9,104,19.5,321,1.5
10/4/2024 19:00,0.7,6.5,386,66.6,19.9,101,19.5,313,2.6
10/4/2024 20:00,0.6,6.5,386,66.7,19.8,103,19.68,283,2.6
10/4/2024 21:00,0.6,6.5,385,66.7,19.8,101,19.68,1,3.1
10/4/2024 22:00,0.6,6.5,384,68.6,19.8,99,19.68,316,4.7
10/4/2024 23:00,0.6,6.5,384,68.5,19.8,99,19.68,346,2.6
10/5/2024 0:00,1,6.5,385,65.3,19.3,55,20,290,1.5
10/5/2024 1:00,1,6.5,384,65.8,19.3,52,20,352,3.1
10/5/2024 2:00,0.9,6.5,383,64.3,19.3,52,20,268,1.5
10/5/2024 3:00,0.9,6.5,383,64.3,19.3,47,20,281,1
10/5/2024 4:00,0.9,6.5,383,64.2,19.3,46,20.04,298,2.1
10/5/2024 5:00,0.9,6.6,384,63.3,19.4,47,20.04,32,1.5
10/5/2024 6:00,0.9,6.6,387,71.1,18.7,0,19.4,352,2.1
10/5/2024 7:00,0.9,6.6,388,70.8,18.7,0,19.4,358,1.5
10/5/2024 8:00,0.9,6.5,387,71.6,18.7,0,19.48,357,0.5
10/5/2024 9:00,0.9,6.5,387,71.7,18.7,0,19.48,291,0
10/5/2024 10:00,1.2,6.4,388,71.8,18.6,0,19.48,300,0
10/5/2024 11:00,1.1,6.4,387,71,18.7,0,19.48,298,0
10/5/2024 12:00,1.1,6.4,388,76,17.7,0,18.12,192,1
10/5/2024 13:00,1.4,6.3,388,74.9,17.7,0,18.12,195,1
10/5/2024 14:00,0.7,6.5,388,73.6,17.7,0,18.12,198,0.5
10/5/2024 15:00,0.7,6.5,388,73.1,17.7,0,18.38,191,0.5
10/5/2024 16:00,0.7,6.5,388,73.2,17.6,0,18.38,201,1
10/7/2024 11:00,0.7,6.5,382,71.4,16.9,0,17.58,339,0.5
10/7/2024 12:00,0.7,6.5,382,70.8,16.9,0,17.4,338,1
10/7/2024 13:00,0.7,6.5,381,70.5,16.9,0,17.4,339,0
10/7/2024 14:00,0.6,6.5,380,70.4,16.9,0,17.4,53,1
10/7/2024 15:00,0.6,6.5,381,70.2,16.9,0,17.4,55,0.5
10/7/2024 16:00,0.6,6.5,381,70.5,16.9,0,17.4,56,0.5
10/7/2024 17:00,0.6,6.5,381,75.7,16.5,0,17.64,326,1.5
10/7/2024 18:00,0.6,6.5,381,73.8,16.5,0,17.64,312,1
10/7/2024 19:00,0.6,6.5,381,73.5,16.5,0,17.64,196,1.5
10/7/2024 20:00,0.6,6.5,381,73.4,16.5,0,17.64,275,2.6
10/7/2024 21:00,0.6,6.5,381,72.9,16.5,0,17.08,341,1.5
10/7/2024 22:00,0.6,6.5,381,72.8,16.5,0,17.08,8,2.6
10/7/2024 23:00,0.6,6.5,381,73.9,16.1,0,16.12,326,1.5
10/8/2024 0:00,1,6.4,381,73.5,16.1,0,16.12,288,3.1
10/8/2024 1:00,1,6.4,383,73.2,16.1,0,16.12,286,2.6
10/8/2024 2:00,1,6.4,384,73.9,16.1,0,16.12,267,2.1
10/8/2024 3:00,1,6.4,384,74.2,16,0,16.12,250,2.1
10/8/2024 4:00,1,6.4,382,72.7,15.8,0,16.18,296,2.6
10/8/2024 5:00,1,6.5,380,71.5,15.9,0,16.18,300,3.6
10/8/2024 6:00,1,6.5,380,71.9,15.9,0,16.18,56,2.6
10/8/2024 7:00,1,6.5,381,72.9,15.9,0,15.86,61,1.5
10/8/2024 8:00,0.9,6.5,382,72.6,15.9,0,15.86,310,1.5
10/8/2024 9:00,0.9,6.5,381,72.9,15.9,0,15.86,247,3.1
10/8/2024 10:00,1.1,6.3,384,76.8,15.5,0,15.58,166,0
10/8/2024 11:00,1,6.3,383,75.9,15.5,0,15.58,162,0
10/8/2024 12:00,1.4,6.3,382,75.2,15.5,0,15.58,165,0
10/8/2024 13:00,0.8,6.4,380,74.6,15.5,0,15.58,161,0
10/8/2024 14:00,0.7,6.4,380,74.8,15.5,0,15.58,160,0
10/8/2024 15:00,1.5,6.3,379,73.9,15.5,0,15.64,161,0
10/8/2024 16:00,1.5,6.3,382,73.7,15,0,14.52,29,0
10/8/2024 17:00,1.4,6.3,383,74.6,15,0,14.52,32,0
10/8/2024 18:00,1.4,6.4,382,73.5,15.1,0,14.52,28,0
10/8/2024 19:00,1.4,6.3,383,73.5,15.1,0,14.9,30,0.5
10/8/2024 20:00,1.4,6.3,382,73.8,15.1,0,14.9,28,0
10/8/2024 21:00,1.4,6.4,383,73.8,15.1,0,14.9,30,0
10/8/2024 22:00,1.4,6.4,385,79,14.6,0,12.68,29,0
10/8/2024 23:00,1.3,6.4,385,78.4,14.7,0,12.68,30,0
10/9/2024 0:00,0.5,6.5,386,78.8,14.6,0,12.68,32,0
10/9/2024 1:00,0.5,6.5,387,78.6,14.6,0,12.68,35,0
10/9/2024 2:00,0.5,6.5,388,78.2,14.6,0,12.68,29,0
10/9/2024 3:00,0.4,6.5,391,78.9,14.5,0,12.16,32,0
10/9/2024 4:00,0.4,6.5,391,78.9,14.5,0,12.16,34,0
10/9/2024 5:00,0.4,6.5,391,78.1,14.4,0,12.16,31,0
10/9/2024 6:00,0.4,6.5,391,78.3,14.4,0,12.26,26,0
10/9/2024 7:00,0.4,6.5,390,77.8,14.4,0,12.26,32,0
10/9/2024 8:00,0.4,6.5,392,77.3,14.4,0,12.26,35,0
10/9/2024 9:00,0.4,6.5,395,74.7,14.4,0,12.2,34,0
10/9/2024 10:00,0.8,6.4,395,74.1,14.3,0,12.2,27,0
10/9/2024 11:00,0.9,6.4,394,74.3,14.3,0,12.2,29,0
10/9/2024 12:00,0.9,6.5,392,74.7,14.3,0,12.2,33,0
10/9/2024 13:00,0.8,6.5,392,74.5,14.3,0,12.2,31,0
10/9/2024 14:00,0.8,6.5,397,80.2,14.3,0,12.06,34,0
10/9/2024 15:00,0.8,6.5,399,79.5,14.3,0,12.06,26,0
10/9/2024 16:00,0.6,6.5,398,80.3,14.3,0,12.06,34,0
10/9/2024 17:00,0.5,6.5,398,79.6,14.4,0,12.06,33,0
10/9/2024 18:00,0.5,6.5,397,79.2,14.4,0,12.08,30,0
10/9/2024 19:00,0.5,6.5,396,79.9,14.4,0,12.08,33,0
10/9/2024 20:00,0.5,6.5,398,75.7,14.3,0,12.5,30,0
10/9/2024 21:00,0.5,6.5,398,75.7,14.3,0,12.5,28,0
10/9/2024 22:00,0.5,6.5,400,76.3,14.3,0,12.5,34,0
10/9/2024 23:00,0.6,6.5,401,76.7,14.3,0,12.5,30,0
10/10/2024 0:00,1,6.5,401,79.9,14.3,0,12.5,27,0
10/10/2024 1:00,1,6.5,402,80.2,14.3,0,12.5,25,0
10/10/2024 2:00,0.9,6.5,402,78.4,14.3,4,12.16,25,0
10/10/2024 3:00,0.9,6.5,403,79,14.3,4,12.16,31,0
10/10/2024 4:00,0.9,6.5,403,79.7,14.3,4,12.28,28,0
10/10/2024 5:00,0.9,6.6,403,79.6,14.3,3,12.28,32,0
10/10/2024 6:00,0.9,6.6,403,79.6,14.3,2,12.28,33,0
10/10/2024 7:00,0.9,6.6,402,79.2,14.3,2,12.28,32,0
10/10/2024 8:00,0.9,6.5,404,79.4,15.2,102,12.88,33,0
10/10/2024 9:00,0.9,6.5,405,79.6,15.2,102,12.88,31,0
10/10/2024 10:00,1.2,6.4,406,79.7,15.2,106,12.88,29,0
10/10/2024 11:00,1.1,6.4,405,79.5,15.2,108,12.88,29,0
10/10/2024 12:00,1.1,6.4,406,79.1,15.2,108,12.88,30,0
10/10/2024 13:00,1.4,6.3,406,78.5,15.2,108,12.9,25,0
10/10/2024 14:00,0.7,6.5,402,73.1,16.5,169,14.5,348,3.6
10/10/2024 15:00,0.7,6.5,401,72.3,16.6,167,14.5,341,1.5
10/10/2024 16:00,0.7,6.5,401,72.3,16.6,169,14.5,344,1
10/10/2024 17:00,0.7,6.5,400,71.3,16.6,172,14.72,339,1
10/10/2024 18:00,0.7,6.5,400,73.6,16.6,172,14.72,345,0.5
10/10/2024 19:00,0.7,6.5,400,74.2,16.6,170,14.72,293,2.1
10/10/2024 20:00,0.6,6.5,404,53.6,24.6,421,16.42,65,0
10/10/2024 21:00,0.6,6.5,404,53.6,24.6,431,16.42,62,0
10/10/2024 22:00,0.6,6.5,405,53.3,24.6,444,16.42,63,0
10/10/2024 23:00,0.6,6.5,405,52.6,24.6,437,16.42,71,0
10/11/2024 0:00,0.9,6.1,405,52.5,24.6,430,16.42,79,0
10/11/2024 1:00,1.1,5.9,405,51.9,24.6,422,16.42,190,0.5
10/11/2024 2:00,1,6,402,51.4,25.2,664,17.04,39,3.6
10/11/2024 3:00,1,6,403,51.5,25.2,666,17.04,30,4.2
10/11/2024 4:00,1,6,403,51.6,25.2,666,17.04,29,2.6
10/11/2024 5:00,1,6.1,404,51.5,25.2,667,17.22,23,2.1
10/11/2024 6:00,1,6.1,404,51.6,25.2,667,17.22,24,2.6
10/11/2024 7:00,1,6.1,405,51.2,25.3,666,17.22,0,2.1
10/11/2024 8:00,1,6.1,390,35.4,26.4,809,17.86,347,1.5
10/11/2024 9:00,1,6.1,389,35.8,26.3,808,17.86,47,4.7
10/11/2024 10:00,0.9,6.1,389,35.9,26.2,806,17.86,30,3.1
10/11/2024 11:00,0.9,6.2,388,36.1,26.2,803,17.86,42,2.6
10/11/2024 12:00,0.9,6.1,389,36.3,26.1,802,17.86,53,3.1
10/11/2024 13:00,1.1,5.9,390,35.8,26.1,802,17.86,65,2.1
10/11/2024 14:00,1,6,392,31.9,26.6,681,18.8,243,1.5
10/11/2024 15:00,1,6,392,32,26.6,681,18.8,201,2.1
10/11/2024 16:00,1,6,392,32.6,26.6,675,18.96,333,1.5
10/11/2024 17:00,1,6.1,392,32.6,26.6,675,18.96,287,2.6
10/11/2024 18:00,1,6.1,393,33.5,26.6,675,18.96,282,2.1
10/11/2024 19:00,1,6.1,392,32.9,26.3,469,19.46,33,1
10/11/2024 20:00,1,6.1,392,34.3,26.3,469,19.46,33,1
10/11/2024 21:00,1,6.1,394,34.3,26.3,467,19.46,36,1
10/11/2024 22:00,0.9,6.1,395,35.5,26.2,468,19.46,37,1
10/11/2024 23:00,0.9,6.2,394,35.8,26.2,467,19.7,35,1
10/12/2024 0:00,0.9,6.2,394,35.6,26.3,467,19.7,36,1
10/12/2024 1:00,0.9,6.2,397,36.9,25,465,19.48,319,0
10/12/2024 2:00,0.9,6.2,396,36.5,25.1,465,19.26,322,0
10/12/2024 3:00,0.9,6.2,396,36.7,25.1,464,19.26,320,0.5
10/12/2024 4:00,0.9,6.2,397,37.3,25.1,464,19.26,317,0.5
10/12/2024 5:00,0.8,6.2,397,36.9,25.2,462,19.26,322,0
10/12/2024 6:00,0.8,6.2,392,38.9,26.8,238,19.86,126,0.5
10/12/2024 7:00,0.8,6.2,391,38.7,26.8,236,19.86,128,0.5
10/12/2024 8:00,0.8,6.2,391,38.6,26.8,236,19.86,128,1
10/12/2024 9:00,0.3,6.5,391,38.4,26.8,234,19.86,129,1
10/12/2024 10:00,0.3,6.5,391,38.2,26.8,234,19.86,149,1
10/12/2024 11:00,1.1,5.9,391,37.3,26.8,235,19.84,153,1.5
10/12/2024 12:00,1.1,5.9,399,39.2,25.5,8,19.06,207,1.5
10/12/2024 13:00,0.3,6.5,399,39.6,25.4,7,19.06,199,1.5
10/12/2024 14:00,0.4,6.3,399,39.3,25.5,8,18.98,198,0.5
10/12/2024 15:00,1.1,6.1,399,37.7,25.5,9,18.98,200,0.5
10/12/2024 16:00,1.1,6.1,398,37.4,25.6,8,18.98,198,2.1
10/12/2024 17:00,1.1,6.1,398,37.2,25.5,8,18.98,231,1.5
10/12/2024 18:00,1.1,6.1,395,48.4,22.5,0,17.98,306,1.5
10/12/2024 19:00,1.1,6.1,394,48.6,22.5,0,17.98,306,1.5
10/12/2024 20:00,1.1,6.1,394,48.8,22.5,0,17.98,305,1
10/12/2024 21:00,1.1,6.1,395,49.6,22.5,0,17.98,303,1.5
10/12/2024 22:00,1.1,6.1,395,49.4,22.4,0,18.02,305,1
10/12/2024 23:00,1.1,6.1,388,52,19.9,0,16.28,275,0.5
10/13/2024 0:00,0.9,6.2,389,52,19.9,0,16.38,275,0.5
10/13/2024 1:00,0.9,6.2,390,52.3,19.9,0,16.38,273,1
10/13/2024 2:00,0.9,6.2,391,52.7,19.9,0,16.38,119,1.5
10/13/2024 3:00,0.9,6.2,391,53,19.9,0,16.38,57,1
10/13/2024 4:00,0.9,6.2,393,62.4,18.4,0,13.74,37,0
10/13/2024 5:00,0.8,6.2,393,62.4,18.4,0,13.74,35,0
10/13/2024 6:00,0.8,6.2,391,62.3,18.4,0,13.74,36,0
10/13/2024 7:00,0.8,6.2,392,62.3,18.4,0,13.74,37,0
10/13/2024 8:00,0.8,6.2,393,62.6,18.4,0,13.88,37,0
10/13/2024 9:00,0.3,6.5,398,67.3,17.4,0,13.12,62,0
10/13/2024 10:00,0.3,6.5,397,67.9,17.4,0,13.12,63,0
10/13/2024 11:00,1.1,5.9,398,67.6,17.4,0,13.12,62,0
10/13/2024 12:00,1.1,5.9,398,66.9,17.5,0,13.24,61,0
10/13/2024 13:00,0.3,6.5,398,67.7,17.4,0,13.24,62,0
10/13/2024 14:00,0.4,6.3,398,66.8,17.4,0,13.24,62,0
10/13/2024 15:00,1.1,6.1,402,74,16.6,0,12.58,61,0
10/13/2024 16:00,1.1,6.1,403,73.7,16.6,0,12.58,58,0
10/13/2024 17:00,1.1,6.1,403,72.7,16.6,0,12.58,64,0
10/13/2024 18:00,1.1,6.1,403,71.3,16.6,0,12.58,61,0
10/13/2024 19:00,1.1,6.1,403,71.5,16.6,0,12.58,59,0
10/13/2024 20:00,1.1,6.1,405,74.4,16,0,12.24,61,0
10/13/2024 21:00,1.1,6.1,405,74.4,16,0,12.24,60,0
10/13/2024 22:00,1.1,6.1,405,74.6,16,0,12.24,63,0
10/13/2024 23:00,1.1,6.1,404,73.6,16,0,11.8,63,0
10/14/2024 0:00,0.9,6.2,404,73.7,16,0,11.8,62,0
10/14/2024 1:00,0.9,6.2,405,73.4,16,0,11.8,57,0
10/14/2024 2:00,0.9,6.2,410,70.9,15.7,0,11.04,61,0
10/14/2024 3:00,0.9,6.2,410,71.1,15.7,0,11.04,63,0
10/14/2024 4:00,0.9,6.2,410,69.7,15.7,0,11.04,60,0
10/14/2024 5:00,0.8,6.2,411,70,15.7,0,11.04,62,0
10/14/2024 6:00,0.8,6.2,411,70.3,15.7,0,11.04,60,0
10/14/2024 7:00,0.8,6.2,411,70.1,15.7,0,11.04,60,0
10/14/2024 8:00,0.8,6.2,413,72.1,15.3,0,11.18,59,0
10/14/2024 9:00,0.3,6.5,413,71.9,15.3,0,11.18,61,0
10/14/2024 10:00,0.3,6.5,411,73.1,15.3,0,11.32,61,0
10/14/2024 11:00,1.1,5.9,412,73.3,15.3,0,11.32,61,0
10/14/2024 12:00,1.1,5.9,413,72.1,15.4,0,11.32,62,0
10/14/2024 13:00,0.3,6.5,415,75,15.1,0,11.26,60,0
10/14/2024 14:00,0.4,6.3,415,75.6,15.1,0,11.26,59,0
10/14/2024 15:00,1.1,6.1,416,75.3,15.1,0,11.26,59,0
10/14/2024 16:00,1.1,6.1,416,75.7,15.1,0,11.26,59,0
10/14/2024 17:00,1.1,6.1,416,75.4,15.1,0,11.16,59,0
10/14/2024 18:00,1.1,6.1,416,76.2,15,0,11.16,58,0
10/14/2024 19:00,1.1,6.1,417,78.3,14.7,0,10.7,61,0
10/14/2024 20:00,1.1,6.1,417,78.3,14.7,0,10.6,62,0
10/14/2024 21:00,1.1,6.1,417,78.2,14.7,0,10.6,61,0
10/14/2024 22:00,1.1,6.1,415,78.2,14.7,0,10.6,61,0
10/14/2024 23:00,1.1,6.1,415,77,14.8,0,10.6,57,0
10/15/2024 0:00,1.1,6.1,417,78.4,14.1,0,10.26,58,0
10/15/2024 1:00,1.1,6.1,415,78,14.1,0,10.26,60,0
10/15/2024 2:00,1.1,6.1,415,77.3,14.1,0,10.26,60,0
10/15/2024 3:00,1.1,6.2,414,76.9,14.1,0,10.12,61,0
10/15/2024 4:00,1,6.2,416,77.2,14.1,0,10.12,59,0
10/15/2024 5:00,1,6.2,415,76.1,14.1,0,10.12,58,0
10/15/2024 6:00,1,6.2,419,78.2,13.9,0,10,60,0
10/15/2024 7:00,1,6.2,418,78.6,13.9,0,10,58,0
10/15/2024 8:00,1,6.2,417,78.1,13.9,0,10,60,0
10/15/2024 9:00,0.3,6.4,417,77.8,13.9,0,10,60,0
10/15/2024 10:00,0.3,6.4,416,77.2,13.9,0,10,60,0
10/15/2024 16:00,1.2,6.2,416,75.8,14,0,10,61,0
10/15/2024 17:00,1.2,6.2,422,78.8,13.8,0,10.14,63,0
10/15/2024 18:00,1.2,5.8,423,79.4,13.8,0,10.14,64,0
10/15/2024 19:00,1.2,5.9,422,79.1,13.8,0,10.14,66,0
10/15/2024 20:00,1.2,5.8,422,79.6,13.8,0,10.02,65,0
10/15/2024 21:00,1.2,5.9,422,78.6,13.8,0,10.02,61,0
10/15/2024 22:00,1.2,5.9,422,78.4,13.8,0,10.02,61,0
10/15/2024 23:00,1.2,6,424,78,13.7,0,10,60,0
10/16/2024 0:00,1.1,6.1,424,77,13.8,0,10,64,0
